code,name,udm,sell_price
100452,ALBUMINA HUMANA 20% SOL INY C/50ML (SEROALBUMINA HUMANA),FRASCO,"1,029.60"
100457,ALBUMINA-HUMANA 2Tasa 16 % BEHRING 50ML,PIEZA,"1,968.00"
100457,ALBUMINA-HUMANA 2Tasa 16 % BEHRING 50ML,PIEZA,"1,968.00"
100476,ALDERAN T 30 50MG,TABLETA,3.95
100476,ALDERAN T 30 50MG,CAJA C/30,78.94
100480,ALDOMET 500 MG TAB 30,TABLETA,51.96
100480,ALDOMET 500 MG TAB 30,CAJA C/30,390.3
100505,ALEVIAN DUO 100/300 MG CAPS 64,CAPSULA,62.73
100505,ALEVIAN DUO 100/300 MG CAPS 64,CAJA C/64,"1,003.60"
100506,ALEVIAN DUO 100/300MG CAPS32 415,CAPSULA,85.03
100506,ALEVIAN DUO 100/300MG CAPS32 415,CAJA C/32,681.29
100508,ALEVIAN DUO 100MG/300MG CAJA C/16 CAPS (BROMURO DE PINAVERIO/DIMETICONA),CAPSULA,109.45
100508,ALEVIAN DUO 100MG/300MG CAJA C/16 CAPS (BROMURO DE PINAVERIO/DIMETICONA),CAJA C/16,481.73
100519,"ALGITRIN (PARACETAMOL,IBUPROFENO) 325mg/200mg TABLETAS C/12",TABLETA,52.35
100519,"ALGITRIN (PARACETAMOL,IBUPROFENO) 325mg/200mg TABLETAS C/12",CAJA C/12,157.28
100520,ALGITRIN 325/200 MG TAB 24,TABLETA,47.76
100520,ALGITRIN 325/200 MG TAB 24,CAJA C/24,287
100537,ALIN 0.5MG CAJA C/30 TABS (DEXAMETASONA),TABLETA,7.04
100537,ALIN 0.5MG CAJA C/30 TABS (DEXAMETASONA),CAJA C/30,140.65
100538,ALIN 0.75 MG TAB 30 570,TABLETA,7.75
100538,ALIN 0.75 MG TAB 30 570,CAJA C/30,155
100539,ALIN (DEXAMETASONA) AMP 8MG/2ML,AMPOLLETA,178.34
100539,ALIN (DEXAMETASONA) AMP 8MG/2ML,AMPOLLETA,178.34
100541,ALIN DEPOT 8MG SOL INY F.A. 2ML IM (DEXAMETASONA),FRASCO,162.13
100541,ALIN DEPOT 8MG SOL INY F.A. 2ML IM (DEXAMETASONA),FRASCO,162.13
100555,ALKA-SELTZER TAB 12          217,TABLETA,7.5
100555,ALKA-SELTZER TAB 12          217,CAJA C/12,50
100558,ALLEGRA 120 MG CPR 10,COMPRIMIDO,121.79
100558,ALLEGRA 120 MG CPR 10,CAJA C/10,457.05
100559,ALLEGRA 180 MG CPR 10,COMPRIMIDO,145.85
100559,ALLEGRA 180 MG CPR 10,CAJA C/10,547.37
100560,ALLEGRA SUSP ORAL 150 ML (FEXOFENADINA),FRASCO,503.22
100560,ALLEGRA SUSP ORAL 150 ML (FEXOFENADINA),FRASCO,503.22
100561,ALLEGRA D 60MG 25 MG TAB 10,TABLETA,114.19
100561,ALLEGRA D 60MG 25 MG TAB 10,CAJA C/10,428.55
100562,ALLEGRA INF 30 MG CPR 10,COMPRIMIDO,84.36
100562,ALLEGRA INF 30 MG CPR 10,CAJA C/10,210.89
100572,ALMAX 1G/7.5ML SUSP 225 ML,SUSPENSION,211.1
100572,ALMAX 1G/7.5ML SUSP 225 ML,SUSPENSION,211.1
100573,ALMAX 500MG CAJA C/30 TABS (ALMAGATO),TABLETA,21.72
100573,ALMAX 500MG CAJA C/30 TABS (ALMAGATO),CAJA C/30,163.15
100594,ALOSOL SPRAY SOL FCO C/20ML (POLIMIXINA B/NEOMICINA/LIDOCAINA),FRASCO,367.15
100594,ALOSOL SPRAY SOL FCO C/20ML (POLIMIXINA B/NEOMICINA/LIDOCAINA),FRASCO,367.15
100623,ALUPENT 0.5 MG AMP 5X1 ML,AMPOLLETA,97.47
100623,ALUPENT 0.5 MG AMP 5X1 ML,CAJA C/5,121.84
100624,ALUPENT 20 MG CPR 30,COMPRIMIDO,16.46
100624,ALUPENT 20 MG CPR 30,CAJA C/30,246.85
100628,ALVESCO 100MG SOL AERDOSIS60+INHA,SOLUCION,505.03
100628,ALVESCO 100MG SOL AERDOSIS60+INHA,SOLUCION,505.03
100638,AM METILPREDNISOLONA FA2ML80MG,SOLUCION,229.52
100638,AM METILPREDNISOLONA FA2ML80MG,SOLUCION,229.52
100646,AMAN-CLO-PARAC 50/3/300 MG TAB 15,TABLETA,5.98
100646,AMAN-CLO-PARAC 50/3/300 MG TAB 15,CAJA C/15,89.7
100650,AMARYL 4 MG TAB 15           227,TABLETA,102.37
100650,AMARYL 4 MG TAB 15           227,CAJA C/15,575.81
100689,AMCEF 1G IV FCO C/10ML AMP (CEFTRIAXONA),AMPOLLETA,119.56
100689,AMCEF 1G IV FCO C/10ML AMP (CEFTRIAXONA),AMPOLLETA,119.56
100707,AMIKACINA 100 MG 1 AMP 2 ML,AMPOLLETA,78.6
100707,AMIKACINA 100 MG 1 AMP 2 ML,AMPOLLETA,78.6
100716,AMIKACINA 500 MG 1 AMP 2 ML,AMPOLLETA,96.14
100716,AMIKACINA 500 MG 1 AMP 2 ML,AMPOLLETA,96.14
100744,AMIODARONA 200 MG TAB 20,TABLETA,9.9
100744,AMIODARONA 200 MG TAB 20,CAJA C/20,132.04
100768,AMOBAY 250 MG SUSP 75 ML,SUSPENSION,176.55
100768,AMOBAY 250 MG SUSP 75 ML,SUSPENSION,176.55
100786,AMOXI/CLAV SUSP PED 25MG (GM),SUSPENSION,146.92
100786,AMOXI/CLAV SUSP PED 25MG (GM),SUSPENSION,146.92
100792,AMOXIBRON 250 MG SUSP 75 ML,SUSPENSION,181.85
100792,AMOXIBRON 250 MG SUSP 75 ML,SUSPENSION,181.85
100793,AMOXIBRON 500 MG CAPS 12,CAPSULA,78.78
100793,AMOXIBRON 500 MG CAPS 12,CAJA C/12,236.71
100830,AMOXICLAV-BID 200/28.57MGSUSP70ML,SUSPENSION,186.96
100830,AMOXICLAV-BID 200/28.57MGSUSP70ML,SUSPENSION,186.96
100831,AMOXICLAV-BID 875/125MG C/14 TAB ,TABLETA,119.24
100831,AMOXICLAV-BID 875/125MG C/14 TAB ,CAJA C/14,626.48
100832,AMOXICLAV BID 400MG/57MG EN 5ML SUSP ORAL (AMOXICILINA/ACIDO CLAVULANICO),FRASCO,318.16
100832,AMOXICLAV BID 400MG/57MG EN 5ML SUSP ORAL (AMOXICILINA/ACIDO CLAVULANICO),FRASCO,318.16
100837,AMOXICLIDE INFANTIL 75 ML,AMPOLLETA,407.08
100837,AMOXICLIDE INFANTIL 75 ML,AMPOLLETA,407.08
100839,AMOXICLIDE-INF SUSP 50ML+JGADOSIF,SUSPENSION,240.85
100839,AMOXICLIDE-INF SUSP 50ML+JGADOSIF,SUSPENSION,240.85
100840,AMOXICLIDE-PED SUSP 50ML+JGADOSIF,SUSPENSION,260.25
100840,AMOXICLIDE-PED SUSP 50ML+JGADOSIF,SUSPENSION,260.25
100842,AMOXIL 500MG C/12 CAPS,CAPSULA,54.04
100842,AMOXIL 500MG C/12 CAPS,CAJA C/12,162.11
100843,AMOXIL PED 250 MG SUSP 75 ML,SUSPENSION,136.85
100843,AMOXIL PED 250 MG SUSP 75 ML,SUSPENSION,136.85
100844,AMOXIL PED 500 MG SUSP 75 ML,SUSPENSION,149.98
100844,AMOXIL PED 500 MG SUSP 75 ML,SUSPENSION,149.98
100847,AMOXIVET 500 MG CAPS 12,CAPSULA,52.87
100847,AMOXIVET 500 MG CAPS 12,CAJA C/12,158.63
100896,AMPLIRON 750MG CAJA C/12 TABS (AMOXILINA),TABLETA,66.5
100896,AMPLIRON 750MG CAJA C/12 TABS (AMOXILINA),CAJA C/12,199.49
100898,AMPLIRON-DUO 875/125MG CPR14 499,COMPRIMIDO,80.91
100898,AMPLIRON-DUO 875/125MG CPR14 499,CAJA C/14,424.74
100900,AMPLIRON-DUO400/57MG FCO PVO70ML,POLVO,309.55
100900,AMPLIRON-DUO400/57MG FCO PVO70ML,POLVO,309.55
100935,ANAPENIL 1000000 UI 5 ML,PIEZA,124.12
100935,ANAPENIL 1000000 UI 5 ML,PIEZA,124.12
100938,ANAPSIQUE 25 MG TAB 50,TABLETA,22.92
100938,ANAPSIQUE 25 MG TAB 50,CAJA C/50,286.49
100940,ANARA 5MG TAB 20,TABLETA,17.94
100940,ANARA 5MG TAB 20,CAJA C/20,239.2
100941,ANARA JBE 125 ML 3641,JARABE,128.74
100941,ANARA JBE 125 ML 3641,JARABE,128.74
100944,ANDANTOL 0.75 G JAL 25 G,PIEZA,224.48
100944,ANDANTOL 0.75 G JAL 25 G,PIEZA,224.48
100945,ANDANTOL 2 MG JBE 115 ML,JARABE,181.58
100945,ANDANTOL 2 MG JBE 115 ML,JARABE,181.58
100946,ANDANTOL 4 MG GRAG C/20,GRAGEA,21.95
100946,ANDANTOL 4 MG GRAG C/20,CAJA C/20,219.58
100953,ANEREX 120 MG SOL 115 ML,SOLUCION,228.58
100953,ANEREX 120 MG SOL 115 ML,SOLUCION,228.58
100957,ANGELIQ 1MG/2MG CAJA C/28 TABS (ESTRADIOL-DROSPIRENONA),TABLETA,746.81
100957,ANGELIQ 1MG/2MG CAJA C/28 TABS (ESTRADIOL-DROSPIRENONA),CAJA C/28,746.81
100961,ANGIOTROFIN 30 MG TAB 30,TABLETA,33.41
100961,ANGIOTROFIN 30 MG TAB 30,CAJA C/30,250.92
100981,ANSAID 100 MG GRAG 15,GRAGEA,73.08
100981,ANSAID 100 MG GRAG 15,CAJA C/15,274.08
100990,ANS-TK UNGUENTO C/4 APLIC 20 G,UNGÜENTO,215.39
100990,ANS-TK UNGUENTO C/4 APLIC 20 G,UNGÜENTO,215.39
100992,ANTADONA 0.5MG/5ML C/1 AMP.,AMPOLLETA,400.61
100992,ANTADONA 0.5MG/5ML C/1 AMP.,AMPOLLETA,400.61
101012,ANTIFLU-DES C/24 CAPS          ,CAPSULA,24.33
101012,ANTIFLU-DES C/24 CAPS          ,CAJA C/24,237.73
101013,ANTIFLU-DES JR SOL 60 ML     248,SOLUCION,314.88
101013,ANTIFLU-DES JR SOL 60 ML     248,SOLUCION,314.88
101014,ANTIFLU-DES PED 30ML SOL,SOLUCION,209.25
101014,ANTIFLU-DES PED 30ML SOL,SOLUCION,209.25
101117,ARBISTIN AD 7.5 G JBE 150 ML,JARABE,209.2
101117,ARBISTIN AD 7.5 G JBE 150 ML,JARABE,209.2
101118,ARBISTIN PED 5.0 G JBE 150 ML,JARABE,179.09
101118,ARBISTIN PED 5.0 G JBE 150 ML,JARABE,179.09
101121,ARCOXIA 120 MG CPR 7,COMPRIMIDO,218.88
101121,ARCOXIA 120 MG CPR 7,CAJA C/7,766.08
101125,ARCOXIA 60 MG CPR 7,COMPRIMIDO,206.24
101125,ARCOXIA 60 MG CPR 7,CAJA C/7,632.11
101126,ARCOXIA 90 MG CPR 14         301,COMPRIMIDO,163.43
101126,ARCOXIA 90 MG CPR 14         301,CAJA C/14,857.98
101128,ARCOXIA 90 MG CPR 7,COMPRIMIDO,170.72
101128,ARCOXIA 90 MG CPR 7,CAJA C/7,"1,042.25"
101130,ARGENTAFIL 1% CRA TB 160 G,TUBO,436.13
101130,ARGENTAFIL 1% CRA TB 160 G,TUBO,436.13
101131,ARGENTAFIL CREMA 1% C/30GR (SULFADIAZINA DE PLATA),PIEZA,200.9
101131,ARGENTAFIL CREMA 1% C/30GR (SULFADIAZINA DE PLATA),PIEZA,200.9
101146,ARLUY 200 MG CAPS 30,CAPSULA,79.33
101146,ARLUY 200 MG CAPS 30,CAJA C/30,819.48
101167,ARTERINA 20UI/ML SOL.INY C/1 FCO,FRASCO,391.96
101167,ARTERINA 20UI/ML SOL.INY C/1 FCO,FRASCO,391.96
101168,ARTHRIL 100MG CAJA C/15 CAPS (KETOPROFENO),COMPRIMIDO,8.37
101168,ARTHRIL 100MG CAJA C/15 CAPS (KETOPROFENO),CAJA C/15,83.72
101171,ARTRENAC 100 MG CAPS 10,CAPSULA,180.94
101171,ARTRENAC 100 MG CAPS 10,CAJA C/10,678.53
101181,ARTRIDOL GEL TUBO C/60 GR (BETAMETASONA/INDOMETACINA),PIEZA,343.52
101181,ARTRIDOL GEL TUBO C/60 GR (BETAMETASONA/INDOMETACINA),PIEZA,343.52
101182,ARTRIDOL C/20 CAPS,CAPSULA,86.11
101182,ARTRIDOL C/20 CAPS,CAJA C/20,430.56
101183,ARTRIDOL CAPS 40             565,CAPSULA,75.26
101183,ARTRIDOL CAPS 40             565,CAJA C/40,752.56
101195,A.S. COR GOTAS 10MG/ML FCO C/24ML (NORFENEFRINA),FRASCO,333.44
101195,A.S. COR GOTAS 10MG/ML FCO C/24ML (NORFENEFRINA),FRASCO,333.44
101202,ASOFLON 0.4MGCAPS20 L-PRO1+1 455,CAPSULA,125.48
101202,ASOFLON 0.4MGCAPS20 L-PRO1+1 455,CAJA C/20,941.1
101212,ASPIRINA AD TAB 40           095,TABLETA,3.79
101212,ASPIRINA AD TAB 40           095,CAJA C/40,101.09
101213,ASPIRINA EFERV AD 500 MG TAB 12,TABLETA,12.13
101213,ASPIRINA EFERV AD 500 MG TAB 12,CAJA C/12,97.01
101216,ASPIRINA JUNIOR 100MG TAB 60,TABLETA,3.3
101216,ASPIRINA JUNIOR 100MG TAB 60,CAJA C/60,132.04
101218,ASPIRINA-PROTEC 100MG CPR 30 005,COMPRIMIDO,14.14
101218,ASPIRINA-PROTEC 100MG CPR 30 005,CAJA C/30,212.45
101238,ATALAK SPORT CRA 60G 1.Tasa 16 %,CREMA,95.18
101238,ATALAK SPORT CRA 60G 1.Tasa 16 %,CREMA,95.18
101239,ATARAX 10MG C/30 GRAG,GRAGEA,57.02
101239,ATARAX 10MG C/30 GRAG,CAJA C/30,427.64
101240,ATARAX 25MG C/25 GRAG,GRAGEA,87.67
101240,ATARAX 25MG C/25 GRAG,CAJA C/25,648.54
101241,ATEMPERATOR 20G SOL. GOTAS FRASCO C/40ML [VALPROATO DE MAGNESIO],SOLUCION,409.15
101241,ATEMPERATOR 20G SOL. GOTAS FRASCO C/40ML [VALPROATO DE MAGNESIO],SOLUCION,409.15
101242,ATEMPERATOR 200 MG CPR 100,COMPRIMIDO,36.6
101242,ATEMPERATOR 200 MG CPR 100,CAJA C/100,914.89
101243,ATEMPERATOR 200 MG CPR 40,COMPRIMIDO,40.39
101243,ATEMPERATOR 200 MG CPR 40,CAJA C/40,404.47
101246,ATEMPERATOR 500 MG TAB 20,TABLETA,89.02
101246,ATEMPERATOR 500 MG TAB 20,CAJA C/20,529.44
101249,ATEMPERATOR PED 10G SOL 100ML,SOLUCION,433.04
101249,ATEMPERATOR PED 10G SOL 100ML,SOLUCION,433.04
101252,ATEMPERATOR-S SUSP 100 ML,SUSPENSION,346.04
101252,ATEMPERATOR-S SUSP 100 ML,SUSPENSION,346.04
101255,ATHOS 30 MG CAPS 20,CAPSULA,33
101255,ATHOS 30 MG CAPS 20,CAJA C/20,165
101259,ATIVAN 1 MG TAB 40,TABLETA,56.57
101259,ATIVAN 1 MG TAB 40,CAJA C/40,566.54
101281,ATORVASTATINA 20 MG TAB 10,TABLETA,42.31
101281,ATORVASTATINA 20 MG TAB 10,CAJA C/10,211.54
101290,ATROPISA 1.0mg 1ml c/50 amp,AMPOLLETA,20.23
101290,ATROPISA 1.0mg 1ml c/50 amp,CAJA C/50,253.28
101291,ATROVENT SUSP AEROSOL 20 MCG/DOSIF (IPRATROPIO),PIEZA,"1,065.48"
101291,ATROVENT SUSP AEROSOL 20 MCG/DOSIF (IPRATROPIO),PIEZA,"1,065.48"
101295,AUGMENTIN 12H200MGPEDSUSP 40ML,SUSPENSION,162.82
101295,AUGMENTIN 12H200MGPEDSUSP 40ML,SUSPENSION,162.82
101297,AUGMENTIN ES600/42.9MG 50ML  423,PIEZA,320.08
101297,AUGMENTIN ES600/42.9MG 50ML  423,PIEZA,320.08
101298,AUGMENTIN JR 12H 400MG SUSP 60 ML,SUSPENSION,285.37
101298,AUGMENTIN JR 12H 400MG SUSP 60 ML,SUSPENSION,285.37
101303,AURICAM T 10 15MG,TABLETA,9.36
101303,AURICAM T 10 15MG,CAJA C/10,93.65
101311,AUTRIN 600 MG FCO TAB 36     178,TABLETA,50.37
101311,AUTRIN 600 MG FCO TAB 36     178,CAJA C/36,454.05
101326,AVAMYS 2A SUSP 27.5UG FCO120 108,FRASCO,671.66
101326,AVAMYS 2A SUSP 27.5UG FCO120 108,FRASCO,671.66
101335,AVAPENA 20 MG AMP 5X2 ML,AMPOLLETA,159.48
101335,AVAPENA 20 MG AMP 5X2 ML,CAJA C/5,299.24
101336,AVAPENA 25MG C/20 TAB,TABLETA,48.08
101336,AVAPENA 25MG C/20 TAB,CAJA C/20,240.75
101353,AVELOX 400 MG TAB 5,TABLETA,140.22
101353,AVELOX 400 MG TAB 5,CAJA C/5,701.1
101354,AVELOX 400 MG TAB 7          102,TABLETA,123.32
101354,AVELOX 400 MG TAB 7          102,CAJA C/7,863.22
101355,AVELOX IV 400MG SOL INY C/1 F.A.(MOXIFLOXACINO),FRASCO,975
101355,AVELOX IV 400MG SOL INY C/1 F.A.(MOXIFLOXACINO),FRASCO,975
101365,AVIANT 5 MG TAB 10,TABLETA,109.25
101365,AVIANT 5 MG TAB 10,CAJA C/10,410
101367,AVIANT 500 MG JBE 120 ML,JARABE,427.52
101367,AVIANT 500 MG JBE 120 ML,JARABE,427.52
101368,AVIANT 5MG TAB 30            313,TABLETA,95.52
101368,AVIANT 5MG TAB 30            313,CAJA C/30,826.22
101376,AVODART 0.5MG C/30 CAPS,CAPSULA,102.6
101376,AVODART 0.5MG C/30 CAPS,CAJA C/30,"1,154.19"
101411,AZITROCIN 500 MG TAB 3,TABLETA,263.86
101411,AZITROCIN 500 MG TAB 3,CAJA C/3,791.58
101412,AZITROCIN 600MG SUSP 15ML,SUSPENSION,537.08
101412,AZITROCIN 600MG SUSP 15ML,SUSPENSION,537.08
101413,AZITROCIN 900 MG SUSP 22.5ML,SUSPENSION,758.52
